# DATE-BEG = 2012-05-13T20:56:15
# DATE-END = 2019-07-05T11:18:17
# DOI = 10.17909/g37r-1r51
# HLSPID = BOOCATS
# HLSPNAME = HST Photometry and Astrometry of the Bootes I Ultrafaint Dwarf Galaxy
# HLSPLEAD = Carrie Filion
# HLSPVER = 1.0
#HLSPTARG = Bootes I
#PROPOSID = 15317, 12549# DOI = 10.17909/g37r-1r51
# OBSERVAT = HST
# INSTRUME = F606W, F814W
# RADESYS = ICRS
# TIMESYS = UTC
# LICENSE = ‘CC BY 4.0’
# LICENURL = https://creativecommons.org/licenses/by/4.0/
###################################
# CATALOG DESCRIPTION:
# column name, unit, description
# ID - number, astrometric catalog ID
# pmx - mas/yr, weighted proper motion in X
# pmy - mas/yr, weighted proper motion in Y
# err_pmx - mas/yr, error of the weighted proper motion in X
# err_pmy - mas/yr, error of the weighted proper motion in Y
# m_astrom - mag, proxy stellar magnitude
# n1 - number, number of first-epoch datapoints
# n2 - number, number of second-epoch datapoints
# n_del - number, number of deleted datapoints
# max_res - pix, largest residual in either proper-motion fit
# X - pix, X-coordinate in ACS/WFC pixels aligned with RA
# Y - pix, y-coordinate in ACS/WFC pixels aligned with Dec
# RA - decimal deg, right ascension (J2000)
# DEC - decimal deg, declination (J2000)
# pointing - number, Pointing/field center to which source belongs (1, 3, 5)
###################################
# Notes: direction of X-axis is opposite to R.A.
# Formally, our celestial coordinates are on epoch 2016.0.
# Each pointing is treated as an independent field on the sky.
###################################
ID,pmx,pmy,err_pmx,err_pmy,mag_astrom,n1,n2,n_del,max_res,X,Y,RA,DEC,pointing
1221046,1.79,1.44,1.68,1.85,25.821,4,4,1,0.474,3929.61,2732.33,210.043356421,14.527845116,3
1786031,-0.19,0.0,0.1,0.07,22.91,8,15,0,0.05,1328.21,2735.47,210.021053525,14.498871236,3
1347046,-0.1,-0.44,0.31,0.33,25.15,8,12,0,0.165,1216.03,2744.65,210.020195839,14.497546512,3
1264047,0.34,1.84,1.67,1.93,26.164,5,2,0,0.835,213.6,2746.99,210.011616276,14.486371636,3
1070045,0.33,-1.55,1.61,1.48,25.554,4,6,0,0.494,1079.91,2752.24,210.019114367,14.495968542,3
1649039,-4.96,-1.83,1.1,1.09,25.52,3,4,0,0.333,2747.41,2752.39,210.033434351,14.514523237,3
1435026,-0.82,2.62,0.5,1.29,26.331,2,5,1,0.316,1958.7,2756.95,210.026714053,14.505708784,3
1382046,1.68,1.76,1.2,0.81,25.961,4,8,0,0.515,722.76,2757.09,210.016103748,14.491953776,3
1237047,0.01,-0.03,0.06,0.04,21.625,8,14,2,0.058,971.53,2760.69,210.018280977,14.494692139,3
1526028,-0.44,1.26,0.94,0.96,25.91,6,8,2,0.37,590.61,2767.34,210.015086893,14.490397974,3
1810038,-3.0,0.66,0.64,1.08,25.875,4,2,0,0.369,2142.62,2767.54,210.028415025,14.507667348,3
1161042,4.49,2.29,2.2,0.66,25.887,3,2,2,0.573,2446.21,2768.66,210.031034848,14.511036257,3
845041,0.06,0.03,0.12,0.14,23.798,7,13,1,0.077,981.35,2771.84,210.018493423,14.49470881,3
1491026,-2.62,-4.09,1.01,1.98,26.505,3,2,3,0.606,1154.56,2773.03,210.019994252,14.496626304,3
1157042,-0.44,0.52,1.05,0.68,25.582,4,8,1,0.433,2643.33,2778.68,210.032842739,14.513146413,3
1049043,0.24,0.04,0.23,0.34,24.346,5,6,0,0.112,3998.98,2780.44,210.044505128,14.528216827,3
1810027,-1.01,0.68,0.34,0.31,24.874,7,13,0,0.195,101.85,2784.79,210.011091313,14.484813704,3
830044,0.9,-1.2,2.3,2.43,25.642,2,5,4,0.421,1110.29,2789.09,210.019798747,14.496000185,3
1763033,-0.23,-0.36,0.86,0.77,25.957,4,7,0,0.269,2942.6,2789.43,210.035536191,14.516387276,3
1682031,-4.4,2.89,1.84,2.46,25.999,3,3,1,0.499,3784.76,2791.54,210.042792836,14.525740914,3
1120045,-2.77,-3.72,0.03,0.03,19.808,8,16,0,0.023,183.41,2792.09,210.011875294,14.485660625,3
1874038,-0.37,2.01,0.65,0.63,25.688,3,9,1,0.196,1218.22,2792.87,210.020768778,14.497169941,3
1232042,0.4,-0.03,0.19,0.23,24.555,7,15,0,0.156,947.5,2793.94,210.018456757,14.494148295,3
759044,0.78,0.68,0.51,0.75,25.506,6,2,1,0.321,3970.32,2799.15,210.04447391,14.527742442,3
1913037,-1.59,1.74,0.6,0.68,26.063,4,8,0,0.251,1820.6,2808.05,210.026115495,14.503746959,3
1626036,0.35,1.51,1.91,1.57,25.907,3,6,0,0.408,2579.58,2808.55,210.032638476,14.51218871,3
800041,0.28,0.31,0.32,0.36,25.082,7,13,0,0.235,3117.06,2811.25,210.037285087,14.518147225,3
791044,-0.16,0.16,0.24,0.2,24.744,8,7,0,0.146,2747.73,2811.32,210.034114246,14.514036673,3
1802027,-0.3,0.41,1.31,0.9,25.691,6,1,1,0.446,466.15,2812.99,210.014542971,14.48863335,3
1671030,-0.08,-0.07,0.06,0.07,22.501,7,15,1,0.043,1237.66,2816.67,210.021209158,14.497188266,3
1768039,-1.1,-0.6,1.01,1.59,26.205,3,8,0,0.473,1336.0,2822.23,210.022117438,14.498236365,3
1276042,0.0,0.04,0.05,0.04,21.56,8,15,0,0.043,282.87,2831.56,210.013182775,14.486439145,3
1703039,-0.35,0.36,0.1,0.1,23.915,6,14,0,0.07,2624.93,2831.89,210.033296145,14.512499144,3
1641039,3.25,-4.81,0.83,1.31,26.274,3,3,3,0.337,4050.7,2833.5,210.045558966,14.528351053,3
1682035,-0.21,-0.68,1.08,1.08,25.98,4,8,2,0.325,2266.02,2835.78,210.030258785,14.508473047,3
1908029,0.09,0.54,0.24,0.2,24.776,8,9,0,0.17,1370.25,2836.58,210.022576349,14.4984982,3
1733040,-0.05,0.22,0.88,0.7,26.115,3,7,0,0.451,952.07,2837.48,210.018996169,14.493837181,3
831044,1.32,0.36,1.05,0.99,25.885,5,9,0,0.553,1653.99,2837.74,210.025025981,14.50164613,3
1040045,0.25,-0.01,0.26,0.34,24.54,5,10,0,0.104,2859.72,2840.1,210.035406651,14.515043604,3
1814027,-0.2,0.12,0.1,0.14,23.743,8,13,1,0.073,589.43,2842.18,210.01593663,14.489762572,3
1639035,0.07,0.07,0.19,0.22,24.558,4,12,0,0.068,3345.58,2844.8,210.039633186,14.520410996,3
1983029,-0.78,1.15,0.58,0.72,25.413,6,9,0,0.266,242.82,2847.3,210.013019747,14.485862733,3
1011045,2.86,0.01,2.45,1.38,25.911,2,6,3,0.408,3797.76,2850.53,210.043582316,14.525394966,3
1823033,0.16,0.69,0.45,0.28,25.263,6,10,0,0.345,2428.76,2851.09,210.03183208,14.510156615,3
836041,-0.04,-0.14,0.12,0.15,24.194,6,11,0,0.092,2318.38,2852.64,210.030902191,14.50891547,3
1062045,-0.04,-0.04,0.37,0.27,25.207,6,7,0,0.154,2438.53,2858.36,210.031999522,14.51020484,3
1304046,0.04,0.13,0.89,0.77,25.632,3,6,0,0.255,4033.03,2860.99,210.045723179,14.527925835,3
1853039,-0.07,0.03,0.06,0.06,22.793,6,16,0,0.037,258.68,2866.23,210.013373326,14.485881821,3
1710030,-2.74,2.01,1.24,1.76,25.84,2,4,2,0.392,1141.41,2869.77,210.020992962,14.495675578,3
1324047,0.91,0.17,1.11,1.06,25.878,4,5,0,0.351,333.57,2882.55,210.014203982,14.486579506,3
1274047,3.07,-5.8,1.63,2.3,26.137,4,1,0,0.549,1424.36,2883.01,210.023574432,14.498714246,3
1176042,0.55,1.7,0.62,0.78,26.337,5,5,0,0.344,3594.38,2885.25,210.042234669,14.522843062,3
1042045,-2.43,-0.64,2.49,1.86,26.067,3,6,0,0.801,3414.07,2885.53,210.040689358,14.520834333,3
834044,-0.27,-0.09,0.44,0.43,25.458,7,10,0,0.238,2172.31,2888.88,210.03006434,14.506988692,3
871041,0.0,0.05,0.09,0.08,23.584,8,5,0,0.049,1306.25,2889.27,210.022632358,14.497347772,3
909041,0.02,-0.19,0.25,0.29,25.524,7,6,1,0.159,279.95,2893.66,210.013871337,14.485890398,3
1121048,1.32,0.85,0.42,0.8,26.086,2,3,0,0.146,1622.47,2895.69,210.025421304,14.500813458,3
1186043,1.24,2.61,0.96,0.69,25.31,4,4,0,0.341,2314.06,2921.13,210.031652125,14.508297863,3
1143043,0.33,0.06,0.15,0.18,24.167,8,14,0,0.115,3559.86,2932.98,210.042486691,14.522062008,3
1493026,1.74,1.97,1.62,1.79,26.133,3,5,1,0.563,3127.65,2933.28,210.038778351,14.517250102,3
1142043,1.58,0.75,1.83,1.85,26.231,2,6,0,0.382,3640.32,2935.56,210.043207249,14.522935823,3
1298042,-0.17,0.01,0.12,0.15,23.899,8,14,0,0.139,980.7,2937.61,210.020392495,14.493323238,3
1386046,0.22,-4.37,1.12,0.94,26.481,2,12,0,0.331,2967.76,2946.79,210.037560561,14.515358637,3
1159043,0.38,0.18,0.48,0.4,25.228,7,8,0,0.231,3372.91,2946.86,210.041040654,14.519866221,3
839044,2.06,-0.72,0.15,0.13,24.12,6,10,0,0.097,3042.21,2964.44,210.038402581,14.516040253,3
1282042,-0.19,-0.14,0.1,0.12,24.09,7,8,0,0.083,1763.2,2971.67,210.027502776,14.501747656,3
1622030,0.56,2.3,0.33,0.73,24.655,6,2,0,0.262,4059.7,2974.66,210.047258421,14.527277292,3
1418046,0.58,1.38,0.4,1.09,25.21,6,2,0,0.452,2419.86,2976.45,210.033196313,14.509014982,3
1994038,0.37,1.0,0.05,0.04,20.686,8,16,0,0.042,1322.08,2978.77,210.023796571,14.496779785,3
1084045,0.09,0.08,0.04,0.04,21.788,8,11,0,0.03,3611.28,2984.7,210.043522571,14.522204036,3
1631032,0.0,0.07,0.07,0.06,23.15,8,11,1,0.041,3417.45,2985.96,210.041872406,14.520036749,3
1287047,1.85,1.19,0.67,0.27,24.766,5,3,0,0.233,2471.06,2994.09,210.033838708,14.509438088,3
1177048,-0.16,1.04,0.39,0.81,24.997,8,3,0,0.371,1451.25,3002.51,210.0251785,14.498019818,3
1197045,0.31,0.08,0.17,0.22,24.74,8,15,0,0.174,823.64,3007.46,210.019846707,14.490994477,3
1754036,-0.22,-0.09,0.79,0.58,25.866,5,8,0,0.272,2447.47,3007.75,210.0337931,14.509062066,3
859041,0.15,1.68,0.51,0.63,25.479,8,6,0,0.425,3490.28,3011.47,210.042790998,14.52063494,3
849044,0.07,0.02,0.04,0.05,22.262,8,15,1,0.034,3352.7,3014.05,210.041639122,14.519082687,3
1545028,-0.44,-0.09,0.2,0.29,24.864,8,9,0,0.191,3259.66,3015.21,210.040853465,14.518037628,3
1123045,1.05,0.75,1.34,1.28,26.127,3,2,0,0.323,2694.4,3015.55,210.036003094,14.511744952,3
1929029,0.24,1.82,0.49,0.54,25.604,7,10,0,0.331,3334.39,3018.6,210.041534211,14.518841046,3
1253047,0.21,-0.93,0.6,0.78,25.747,4,9,0,0.206,3760.24,3019.4,210.045200684,14.523573062,3
1734030,2.37,1.42,1.61,2.49,25.975,2,3,4,0.358,2697.02,3030.7,210.036199694,14.511648122,3
891044,0.13,-0.19,0.17,0.17,24.96,8,5,0,0.127,1963.13,3031.73,210.029909599,14.503473032,3
1399046,0.02,-2.85,0.18,0.18,24.611,8,10,0,0.093,3845.43,3034.05,210.046100688,14.524399082,3
924044,-1.47,-0.33,0.72,0.78,25.445,8,2,0,0.315,489.35,3038.53,210.017333601,14.487016076,3
1580028,-1.04,0.1,0.91,0.84,26.16,5,6,0,0.301,2446.85,3038.77,210.034144068,14.508797035,3
1888031,0.09,0.11,0.15,0.16,24.615,8,12,0,0.093,3160.6,3039.32,210.040279786,14.516734853,3
858041,0.1,0.22,0.12,0.08,23.186,7,14,1,0.064,3957.8,3041.56,210.047151909,14.525587005,3
1433046,-0.29,-0.3,0.51,0.49,25.408,7,7,0,0.239,2935.18,3041.95,210.038374214,14.514204595,3
1971038,-0.78,0.01,0.21,0.27,24.789,8,7,0,0.145,2569.74,3045.66,210.035278731,14.51010734,3
2023038,1.9,-1.37,1.0,1.18,26.265,3,3,1,0.244,1653.3,3047.8,210.027433892,14.499891465,3
2018031,-0.1,0.11,0.06,0.05,23.553,8,14,0,0.044,603.38,3049.88,210.018443003,14.488190615,3
2029037,0.45,1.38,0.46,0.72,24.115,3,2,0,0.106,3047.93,3050.98,210.039446283,14.515384203,3
1330042,3.53,-5.53,1.4,1.29,25.89,3,3,2,0.423,1450.02,3051.03,210.025725441,14.49760255,3
1947038,-0.87,-0.39,1.18,1.72,26.366,2,6,0,0.382,3236.49,3056.34,210.041127144,14.517437849,3
1142045,-0.02,-0.37,0.44,0.43,25.81,7,11,0,0.302,2906.63,3056.78,210.038299283,14.513763582,3
1506046,0.09,-0.03,0.21,0.14,24.321,7,12,0,0.168,1528.26,3059.81,210.026498156,14.498400114,3
1135048,0.08,-0.23,0.4,0.27,24.5,6,11,0,0.2,3344.66,3064.49,210.042149717,14.518573582,3
1960033,0.28,0.58,0.31,0.44,24.443,6,10,1,0.239,2710.56,3070.64,210.036774941,14.511466554,3
2094029,0.3,0.75,1.15,0.53,26.08,4,5,0,0.332,908.27,3073.49,210.021331991,14.491387196,3
1277047,-0.18,-0.05,0.41,0.64,25.721,7,3,0,0.29,3838.08,3074.1,210.046497598,14.523984242,3
907041,0.0,0.01,0.09,0.11,23.951,8,13,0,0.048,2517.82,3076.3,210.035184866,14.509274726,3
1774036,-0.17,0.15,0.17,0.21,24.654,7,12,0,0.103,2942.39,3077.07,210.038839558,14.513992818,3
1148048,-0.12,0.18,0.17,0.15,24.269,7,9,0,0.106,3232.77,3080.52,210.041372982,14.51719539,3
1967039,2.19,8.99,2.13,2.47,26.404,2,5,0,0.285,617.25,3081.85,210.018929464,14.488079024,3
902044,-0.08,0.06,0.13,0.23,23.361,6,12,1,0.116,2073.54,3083.46,210.031451942,14.504271292,3
2124033,0.13,-0.08,0.21,0.2,24.441,6,14,0,0.094,361.22,3083.87,210.016754503,14.485213139,3
1325042,2.3,0.33,2.32,1.26,26.178,2,5,0,0.335,1956.66,3084.04,210.030455044,14.502966013,3
1372042,0.02,0.24,0.52,0.44,25.459,7,7,0,0.263,818.12,3086.07,210.020702546,14.490279314,3
1180045,0.04,-4.03,1.23,1.26,25.948,3,6,0,0.542,2254.14,3089.0,210.033066449,14.506235022,3
1360047,1.65,0.11,0.71,1.42,26.187,2,3,0,0.225,1949.72,3091.77,210.030484348,14.502824433,3
2251037,-1.1,0.02,0.8,0.5,25.728,6,3,0,0.329,275.55,3091.93,210.016111673,14.484192773,3
1365042,1.25,0.18,1.15,0.75,25.948,3,5,0,0.28,1073.82,3095.86,210.023010363,14.493043386,3
1704028,-0.13,0.0,0.11,0.13,23.697,6,12,0,0.083,470.04,3096.13,210.017829712,14.486322271,3
1928025,-0.17,0.01,0.19,0.22,24.071,8,12,0,0.168,3933.68,3096.67,210.047578121,14.524860268,3
880044,0.93,0.13,1.22,0.92,25.892,4,4,0,0.338,3219.72,3097.77,210.041459119,14.516906652,3
1816040,0.19,-0.03,0.09,0.09,23.634,7,10,1,0.061,2331.02,3098.83,210.033839634,14.507008668,3
1676026,-0.54,1.02,0.56,0.86,25.934,4,5,0,0.298,940.76,3100.38,210.02192004,14.49152517,3
1858035,-0.0,-0.11,0.23,0.26,24.547,7,15,0,0.118,2589.68,3101.33,210.036089475,14.509866146,3
1790032,-0.93,2.6,1.09,2.13,26.317,2,5,0,0.434,1517.03,3101.71,210.026883251,14.49792683,3
1980038,-1.93,-0.8,1.05,1.81,26.002,2,3,1,0.226,3123.48,3102.46,210.040686618,14.515796707,3
1454046,0.86,-0.15,0.38,0.48,25.707,6,8,0,0.231,3262.25,3102.82,210.041882359,14.517337957,3
1165045,0.06,0.06,0.06,0.07,23.057,8,11,1,0.048,3050.29,3109.86,210.040143113,14.514920808,3
2009033,0.07,-0.42,0.57,0.58,26.055,5,9,0,0.222,2535.22,3116.16,210.035792273,14.509136896,3
2022034,0.12,0.2,0.28,0.16,24.565,8,7,0,0.118,1205.73,3119.65,210.024416383,14.494313552,3
2029038,0.3,1.55,1.39,0.63,25.903,2,5,0,0.273,2423.95,3121.11,210.03489361,14.507857543,3
1298043,1.06,1.56,0.59,0.58,25.038,8,3,0,0.326,1494.77,3122.37,210.026929429,14.497507402,3
899044,-0.13,0.15,0.55,0.67,25.551,6,11,0,0.317,2880.17,3125.35,210.038860097,14.512898953,3
1189048,0.38,1.52,0.52,2.45,25.262,4,4,0,0.637,2573.02,3139.91,210.036389767,14.509360124,3
1740032,-4.11,1.94,2.11,2.05,26.006,3,4,1,0.489,3400.32,3147.2,210.043578199,14.518505131,3
1357047,0.12,0.1,0.27,0.24,25.141,7,5,0,0.18,2724.98,3149.02,210.037799385,14.510975283,3
1792032,-4.08,-0.71,1.28,2.43,26.551,4,3,0,0.717,2067.22,3151.34,210.032177748,14.503636474,3
1371042,-0.18,0.21,0.11,0.18,25.067,7,6,0,0.125,1582.6,3152.0,210.02802413,14.498238336,3
910041,3.31,1.98,1.77,1.6,25.495,4,1,0,0.448,3403.2,3156.93,210.043714731,14.518456267,3
2057029,-5.85,-11.12,1.8,2.43,26.23,2,3,0,0.371,2460.84,3163.87,210.035701843,14.507912389,3
1435047,-0.59,1.58,0.97,1.05,26.177,5,3,0,0.314,930.54,3166.66,210.022593742,14.490860271,3
1336042,0.75,-0.6,0.4,0.45,25.49,7,6,0,0.218,2747.63,3167.86,210.038210445,14.511070559,3
1232048,-0.09,-0.26,0.1,0.09,22.537,8,13,0,0.074,1375.39,3171.69,210.026471192,14.495768725,3
1325047,0.02,0.02,0.11,0.1,22.632,7,9,2,0.085,3934.26,3176.29,210.048498032,14.524204551,3
1879032,0.03,-0.01,0.05,0.06,23.116,8,15,0,0.042,701.67,3181.51,210.020799376,14.488189767,3
955044,1.26,1.23,0.45,0.39,25.226,8,6,0,0.243,958.89,3185.26,210.023050847,14.491020973,3
1278043,5.2,1.72,0.58,0.49,18.384,8,12,4,0.378,3066.8,3186.72,210.041168024,14.514465225,3
1993035,0.71,1.5,0.2,1.36,26.063,3,2,0,0.209,964.73,3186.77,210.023118443,14.491073578,3
947044,2.71,2.61,0.8,0.85,25.817,5,3,2,0.271,1507.0,3192.38,210.027838823,14.497061263,3
2065034,-2.27,3.23,0.76,1.71,25.854,3,4,0,0.639,1457.35,3195.53,210.027448822,14.496482516,3
1276043,-0.5,-0.32,0.3,0.2,25.268,6,7,0,0.117,3210.22,3196.09,210.042507341,14.515983304,3
1580046,0.98,-2.4,1.85,2.06,25.866,5,3,0,0.605,1323.3,3204.25,210.026398009,14.494918311,3
2137029,0.06,0.09,0.07,0.06,22.481,8,16,0,0.042,1829.38,3210.66,210.030817027,14.50049647,3
954041,-0.04,-0.03,0.08,0.14,24.063,7,11,1,0.076,2281.89,3212.98,210.034729479,14.505512704,3
986041,-0.51,0.11,0.87,0.59,25.498,6,3,0,0.462,775.23,3225.57,210.02193728,14.488642029,3
904044,-0.32,-5.52,0.08,0.08,22.361,7,15,0,0.056,3825.65,3231.37,210.048198149,14.522537892,3
2036031,0.23,2.44,1.37,0.79,26.659,4,2,0,0.429,2433.05,3232.82,210.036255467,14.507029851,3
990041,-2.21,-4.96,0.04,0.05,22.09,8,11,0,0.042,720.25,3233.43,210.021555418,14.487964913,3
2282037,0.13,1.73,1.14,1.58,26.572,2,4,0,0.316,1392.44,3239.77,210.027399706,14.495392312,3
1224045,0.07,0.46,0.32,0.41,23.125,3,8,1,0.116,2661.19,3240.86,210.038306941,14.509501534,3
2283037,-3.13,1.39,1.55,0.65,25.631,3,5,1,0.295,1414.7,3241.97,210.027616179,14.495621796,3
2047031,-7.13,-0.09,1.59,2.03,25.734,2,3,1,0.449,2457.04,3255.93,210.036726895,14.507104525,3
1455042,0.56,-0.08,0.52,0.45,25.741,6,7,0,0.272,680.85,3259.53,210.021517102,14.487309239,3
1238048,0.01,0.06,0.08,0.08,22.745,8,14,0,0.068,2309.13,3260.44,210.035508761,14.505421151,3
1296048,0.44,0.15,0.45,0.47,25.566,7,7,0,0.265,488.27,3260.54,210.019875312,14.485157907,3
1395047,0.62,-0.01,0.49,0.62,24.182,4,1,1,0.236,3209.53,3265.31,210.043296743,14.515399804,3
1797026,2.62,5.21,2.13,2.18,26.327,2,3,2,0.458,504.61,3267.61,210.020096858,14.485280983,3
1530046,0.09,0.03,0.08,0.11,23.293,6,11,0,0.065,3528.3,3268.05,210.046065916,14.518924163,3
1377047,3.6,-1.35,1.35,2.38,26.299,4,6,0,0.939,3700.72,3268.84,210.04755581,14.520836212,3
940041,0.08,1.19,0.48,0.48,25.55,8,9,0,0.329,3425.77,3271.14,210.045220895,14.51775761,3
2149025,-0.02,0.25,1.03,0.9,26.161,3,8,0,0.469,1641.57,3277.45,210.029971804,14.497851206,3
980044,0.65,1.4,0.56,0.46,25.505,5,6,0,0.248,1061.44,3277.55,210.024991828,14.491394887,3
2199034,0.89,2.58,1.06,1.33,25.812,3,5,0,0.593,202.3,3278.39,210.017625184,14.481827117,3
1357042,-4.88,-8.11,2.37,1.72,26.098,5,4,4,0.915,3509.73,3279.28,210.046035551,14.518624121,3
927044,0.56,0.97,0.61,0.79,25.267,7,2,1,0.43,3244.22,3280.5,210.043769198,14.515659504,3
2064031,1.99,2.56,0.9,1.53,26.313,2,8,0,0.345,2587.51,3281.2,210.038137652,14.508346267,3
1735026,-1.83,-1.23,1.11,0.76,26.234,2,8,0,0.225,1855.61,3282.22,210.031864666,14.500193444,3
1252048,2.49,1.24,0.96,1.16,25.884,3,6,0,0.297,2064.73,3285.17,210.033694136,14.502495842,3
1387047,0.11,-0.99,0.93,0.72,25.865,7,1,0,0.323,3809.0,3288.47,210.048711341,14.521877766,3
1391047,0.67,0.75,0.83,1.44,26.437,2,9,0,0.288,3743.89,3294.98,210.048226973,14.521099083,3
1009044,0.15,-0.01,0.12,0.2,24.339,7,7,0,0.09,344.58,3298.9,210.019082404,14.483239952,3
1756028,-2.86,0.76,1.31,1.19,25.797,3,8,0,0.417,1679.46,3301.03,210.030568116,14.49807681,3
962041,-0.01,-0.08,0.06,0.06,22.949,7,15,0,0.04,3007.85,3304.85,210.042019293,14.51282687,3
1954035,-0.0,0.01,0.04,0.05,22.939,8,16,0,0.034,3074.65,3307.38,210.042621926,14.513549214,3
1357043,0.08,0.01,0.2,0.27,24.968,6,9,0,0.128,1926.07,3312.01,210.032811793,14.500729696,3
1383043,1.9,-0.17,1.11,1.08,25.946,3,11,0,0.586,1264.94,3312.71,210.027143085,14.493367046,3
1236048,0.34,-0.43,1.08,0.68,26.098,5,4,0,0.282,3011.25,3313.13,210.042143498,14.512795798,3
2260033,-0.4,-1.32,1.52,1.82,26.46,2,6,0,0.444,925.32,3315.28,210.024256722,14.489566235,3
2359037,1.34,1.79,1.38,1.22,26.234,4,5,1,0.495,1074.98,3315.92,210.025548968,14.491226278,3
1502042,3.89,0.3,1.31,1.47,26.173,3,8,0,0.441,160.48,3316.92,210.017708854,14.481041336,3
2219038,0.53,0.16,0.52,0.61,26.203,3,3,0,0.157,1264.41,3317.99,210.027199278,14.493317135,3
1969040,0.43,0.58,0.51,0.2,25.233,4,5,1,0.218,1690.22,3320.01,210.030878642,14.498038667,3
1934039,-2.81,1.3,2.44,1.83,25.991,3,7,3,0.471,4048.86,3321.67,210.051152807,14.524270544,3
1530047,1.97,2.04,0.51,1.34,25.79,4,1,0,0.393,358.7,3323.41,210.019485276,14.483193151,3
1464042,0.2,0.04,0.06,0.09,23.456,8,16,0,0.084,1144.46,3334.39,210.026357681,14.491846001,3
1966030,0.99,1.1,0.62,0.52,26.242,3,3,0,0.188,1933.86,3335.14,210.033144649,14.500624019,3
1421047,0.11,0.02,0.15,0.25,24.318,7,8,0,0.116,3471.92,3340.11,210.046409806,14.51769752,3
2109038,0.12,0.17,0.12,0.14,23.191,3,15,0,0.055,3837.56,3349.13,210.04965371,14.521691018,3
2180035,-0.94,4.02,2.25,2.22,26.733,2,5,1,0.527,131.95,3350.34,210.017847872,14.480445978,3
1301045,1.12,1.65,0.7,1.15,25.753,4,4,0,0.275,1337.97,3355.08,210.028256937,14.493827213,3
2348037,0.64,0.55,1.64,2.09,26.315,2,3,0,0.325,1765.72,3356.31,210.031943955,14.498576924,3
1977030,-0.5,-1.19,2.21,1.78,25.776,6,4,0,0.801,2098.78,3357.94,210.034822741,14.502269568,3
2117038,0.03,0.08,0.05,0.07,21.63,8,16,0,0.042,3808.77,3359.32,210.049523408,14.521285893,3
1557046,-0.33,-0.39,0.43,0.71,25.49,7,9,0,0.272,3943.28,3359.52,210.050680899,14.522781007,3
988041,0.77,-0.02,0.76,0.79,26.044,7,7,0,0.76,2304.55,3364.53,210.036665405,14.504504558,3
1765026,-0.41,3.14,1.49,1.41,24.595,4,5,2,0.314,2305.43,3370.52,210.036741688,14.504464493,3
1975040,1.48,2.85,1.08,1.19,25.656,4,6,3,0.373,2279.22,3374.68,210.036564429,14.504138301,3
2074031,0.13,0.03,0.1,0.08,22.301,7,14,2,0.059,3626.5,3375.62,210.048145331,14.519122187,3
1312048,0.05,-0.91,0.9,1.14,25.951,3,4,0,0.25,1272.32,3376.98,210.027944877,14.49291459,3
2313029,1.27,3.28,1.57,1.54,25.92,2,4,0,0.343,1313.23,3378.63,210.028315267,14.493356097,3
1441043,2.39,-2.52,0.83,2.2,26.111,3,4,0,0.383,586.73,3382.67,210.022123845,14.485237968,3
2108040,-1.5,0.27,2.01,1.73,26.615,3,8,2,0.604,111.96,3384.75,210.018071714,14.47993725,3
1384043,0.91,0.51,0.55,0.63,25.0,6,10,0,0.339,2079.64,3386.79,210.034989804,14.50181671,3
1243045,0.17,2.87,1.11,1.68,25.75,5,4,1,0.494,3750.7,3388.08,210.049355274,14.520400553,3
1440047,1.02,0.53,0.78,0.86,26.152,4,7,0,0.442,3406.8,3389.75,210.046420949,14.516560041,3
1356043,0.14,-0.17,0.11,0.16,24.19,6,13,0,0.088,2938.69,3390.16,210.042405461,14.511347924,3
2315025,-0.97,-0.49,0.83,1.72,26.653,2,6,0,0.347,580.88,3393.45,210.022197463,14.485083302,3
2136025,0.18,1.03,0.39,0.19,23.774,7,2,0,0.125,3348.73,3394.36,210.045975121,14.515875511,3
1794028,-3.34,0.6,1.96,1.45,26.365,3,4,1,0.546,2057.35,3397.17,210.034917689,14.501482244,3
1492042,1.45,-0.35,1.93,0.63,25.727,3,4,0,0.561,1318.63,3401.34,210.028622566,14.493227384,3
1306048,-0.02,-0.1,0.09,0.08,23.695,7,15,0,0.057,1787.9,3407.43,210.032721859,14.498398695,3
1025044,0.13,-0.18,0.17,0.21,24.397,4,14,0,0.074,892.12,3409.23,210.025050988,14.488415586,3
1970036,0.2,2.99,1.41,0.77,26.015,5,3,0,0.748,3158.02,3409.9,210.044515849,14.513624327,3
1934040,-0.29,-0.16,0.39,0.24,25.485,6,7,0,0.177,3580.58,3411.54,210.048163758,14.518312412,3
1299048,1.06,0.94,0.82,0.43,25.655,2,4,0,0.106,2135.59,3412.43,210.035764858,14.502225963,3
996041,0.11,0.02,0.15,0.27,24.925,8,10,0,0.224,2676.0,3414.73,210.040431885,14.508220381,3
1860032,-1.4,-1.17,0.12,0.12,24.043,8,13,0,0.078,4023.13,3415.43,210.052009245,14.523204496,3
2097036,-0.11,0.15,0.2,0.11,24.543,7,12,0,0.084,866.21,3417.47,210.024923366,14.48805865,3
2100031,0.01,0.18,0.1,0.14,24.043,7,12,0,0.075,3780.94,3420.2,210.04998396,14.520469938,3
1274048,-4.21,-1.68,1.49,1.91,26.375,4,1,0,0.672,3081.42,3425.04,210.044032073,14.512645869,3
