# DATE-BEG = 2012-05-13T20:56:15
# DATE-END = 2019-07-05T11:18:17
# DOI = 10.17909/g37r-1r51
# HLSPID = BOOCATS
# HLSPNAME = HST Photometry and Astrometry of the Bootes I Ultrafaint Dwarf Galaxy
# HLSPLEAD = Carrie Filion
# HLSPVER = 1.0
#HLSPTARG = Bootes I
#PROPOSID = 15317, 12549# DOI = 10.17909/g37r-1r51
# OBSERVAT = HST
# INSTRUME = F606W, F814W
# RADESYS = ICRS
# TIMESYS = UTC
# LICENSE = ‘CC BY 4.0’
# LICENURL = https://creativecommons.org/licenses/by/4.0/
###################################
# CATALOG DESCRIPTION:
# column name, unit, description
# ID - number, astrometric catalog ID
# pmx - mas/yr, weighted proper motion in X
# pmy - mas/yr, weighted proper motion in Y
# err_pmx - mas/yr, error of the weighted proper motion in X
# err_pmy - mas/yr, error of the weighted proper motion in Y
# m_astrom - mag, proxy stellar magnitude
# n1 - number, number of first-epoch datapoints
# n2 - number, number of second-epoch datapoints
# n_del - number, number of deleted datapoints
# max_res - pix, largest residual in either proper-motion fit
# X - pix, X-coordinate in ACS/WFC pixels aligned with RA
# Y - pix, y-coordinate in ACS/WFC pixels aligned with Dec
# RA - decimal deg, right ascension (J2000)
# DEC - decimal deg, declination (J2000)
# pointing - number, Pointing/field center to which source belongs (1, 3, 5)
###################################
# Notes: direction of X-axis is opposite to R.A.
# Formally, our celestial coordinates are on epoch 2016.0.
# Each pointing is treated as an independent field on the sky.
###################################
ID,pmx,pmy,err_pmx,err_pmy,mag_astrom,n1,n2,n_del,max_res,X,Y,RA,DEC,pointing
1173003,0.86,1.1,0.42,0.7,25.931,6,9,0,0.223,334.77,2137.42,210.050870332,14.457889001,1
1122012,-1.43,0.4,1.27,1.21,25.687,4,4,2,0.402,3671.02,2140.28,210.079540177,14.494998808,1
544017,-0.49,0.87,0.71,0.51,25.563,5,4,0,0.478,2699.43,2152.15,210.071335893,14.484086343,1
1330011,-2.64,-2.22,1.83,1.44,25.994,2,6,0,0.339,1585.66,2152.85,210.061783714,14.47168395,1
1348001,2.39,1.11,0.79,1.84,25.884,3,2,2,0.516,2102.35,2156.73,210.066263234,14.477402706,1
705021,0.93,1.06,1.19,1.04,25.18,4,5,0,0.366,4086.57,2159.54,210.083329046,14.499463798,1
1257015,0.06,-0.1,0.12,0.13,23.885,7,13,0,0.066,2422.26,2161.03,210.069058742,14.480927725,1
934004,-0.19,0.56,0.95,1.02,26.706,3,4,1,0.314,782.66,2184.36,210.055253703,14.46248423,1
753024,0.62,-0.73,0.79,1.19,25.49,5,2,2,0.381,1118.62,2186.15,210.058157659,14.466208689,1
1349001,0.07,0.09,0.23,0.2,24.536,4,5,0,0.075,2474.28,2186.24,210.069794919,14.481297048,1
567020,0.07,0.06,0.07,0.07,23.184,8,9,0,0.047,847.81,2191.75,210.055897846,14.463147881,1
971023,-0.34,3.55,1.07,0.97,24.943,6,2,1,0.346,2608.63,2194.81,210.071046733,14.482721119,1
976023,2.53,-2.52,2.13,1.15,25.809,2,3,3,0.329,2566.24,2206.17,210.070813352,14.482154833,1
1035023,0.67,-0.94,1.25,0.84,25.556,3,12,0,0.322,1219.77,2216.78,210.059377791,14.46707991,1
711018,0.02,0.09,0.18,0.21,24.577,7,12,0,0.14,3697.93,2226.14,210.080757973,14.494584575,1
1088002,-2.33,-1.7,1.71,0.88,25.569,3,4,0,0.558,833.53,2229.26,210.056206294,14.462677065,1
554020,-0.49,-0.51,0.19,0.46,25.721,6,6,0,0.36,2105.59,2233.92,210.067178067,14.476796968,1
1413009,-0.97,0.15,1.17,1.32,25.859,2,5,0,0.265,2286.84,2234.63,210.068741968,14.478808421,1
992023,0.16,0.15,0.09,0.06,22.346,6,12,1,0.053,2651.86,2240.0,210.071937126,14.482826538,1
809021,0.93,0.28,0.32,0.41,25.473,7,10,0,0.231,294.63,2240.28,210.051707811,14.456587056,1
1157016,0.35,0.07,1.16,1.17,25.993,2,6,1,0.402,1967.34,2246.09,210.066131319,14.475157026,1
1363010,-14.44,-3.79,0.05,0.04,22.008,6,15,2,0.035,946.52,2254.85,210.05747008,14.463722073,1
531020,0.66,-0.27,0.2,0.23,24.903,7,10,0,0.16,3747.95,2260.4,210.08158109,14.494856427,1
1382014,0.33,0.42,0.06,0.1,23.38,7,11,2,0.075,2644.31,2273.4,210.072256095,14.482464893,1
1141016,0.18,0.19,0.06,0.1,23.125,7,15,1,0.076,2969.3,2275.55,210.075070592,14.486064157,1
919019,0.43,0.27,0.27,0.27,24.824,5,14,0,0.105,337.67,2276.63,210.052494999,14.456763999,1
1249005,-0.14,0.23,0.1,0.11,22.98,6,12,0,0.051,2319.94,2283.38,210.069586372,14.47877161,1
533020,0.11,0.24,0.48,0.33,25.58,7,7,0,0.236,4042.54,2285.84,210.08440262,14.497923627,1
792021,-2.32,3.16,1.43,1.88,25.897,2,4,1,0.301,1612.8,2290.06,210.063593449,14.470845392,1
1635013,0.75,1.56,0.73,0.92,25.128,3,6,1,0.189,1282.7,2293.31,210.060797357,14.46714415,1
831019,-0.84,2.82,0.94,0.96,26.037,5,2,2,0.371,3559.34,2296.42,210.080375795,14.49245768,1
754024,-0.26,0.18,0.14,0.35,24.723,7,5,0,0.177,2620.21,2304.28,210.072404141,14.481939816,1
766018,-0.49,0.74,0.84,0.55,25.431,5,3,2,0.218,2157.74,2311.64,210.068518885,14.476731304,1
1492014,-0.04,0.32,0.22,0.14,24.164,7,9,0,0.105,627.64,2312.83,210.055399628,14.459690639,1
1323006,0.18,-0.73,0.42,0.58,25.277,7,4,0,0.287,3863.23,2312.86,210.083173709,14.495703289,1
580020,-1.3,-6.98,0.07,0.09,21.277,6,16,0,0.075,1597.0,2313.57,210.063727955,14.47047398,1
823018,0.17,-0.4,0.32,0.41,25.22,5,11,0,0.235,252.74,2326.97,210.052344537,14.455400223,1
1394014,0.08,-0.49,0.41,0.29,24.517,6,7,1,0.174,3073.52,2327.21,210.076559064,14.486794558,1
1407011,-1.09,0.92,1.34,1.05,26.013,4,8,0,0.551,1843.19,2331.18,210.066043375,14.473067895,1
948022,0.15,0.28,0.27,0.41,25.008,7,4,0,0.128,3033.91,2336.8,210.076329131,14.486273981,1
900004,0.48,0.16,0.24,0.31,24.785,7,9,0,0.141,3982.48,2338.28,210.084489636,14.496819115,1
1104002,-0.17,0.71,0.36,0.4,25.037,7,12,0,0.248,1898.56,2345.17,210.066679467,14.473567727,1
594017,0.51,-0.21,0.29,0.3,24.708,8,14,0,0.166,2549.57,2345.3,210.072269154,14.480812636,1
1478014,-0.23,-0.19,0.14,0.11,23.321,6,11,0,0.071,1300.57,2347.31,210.061571336,14.46689401,1
1546009,-0.11,0.3,0.14,0.11,23.239,8,8,2,0.086,509.25,2357.38,210.054895461,14.458002484,1
1409001,-1.42,0.5,0.87,1.13,26.299,4,8,0,0.44,3215.91,2357.91,210.078134225,14.488124093,1
1319010,0.74,1.87,0.58,0.84,26.122,3,3,0,0.164,3260.03,2358.14,210.078515624,14.48861319,1
751024,0.17,0.0,0.2,0.17,24.292,6,9,0,0.14,3576.73,2369.38,210.081363629,14.492044677,1
1430014,-0.77,0.38,0.56,0.62,25.856,5,6,0,0.272,2910.22,2374.23,210.075697512,14.484586076,1
1239003,-1.32,-0.31,0.6,0.93,25.527,3,7,0,0.199,1524.16,2375.6,210.063815674,14.46914761,1
1368011,-1.67,0.56,0.53,0.98,25.856,4,3,0,0.201,3496.39,2376.96,210.080760907,14.491087383,1
1159008,-0.06,2.69,1.8,1.35,25.956,4,3,2,0.509,2575.82,2379.64,210.072888961,14.480819133,1
603017,0.13,1.98,0.87,1.44,25.625,4,1,2,0.368,2568.33,2380.9,210.072839282,14.480725382,1
1128008,0.24,0.13,0.11,0.15,24.38,7,13,0,0.065,3589.8,2382.34,210.081624724,14.492082324,1
1124002,1.15,-4.28,1.95,2.04,26.089,2,11,3,0.527,1670.35,2382.37,210.065148062,14.470718381,1
1002022,0.45,0.05,0.11,0.12,23.876,6,11,0,0.063,1635.36,2386.37,210.064893694,14.470295609,1
775024,-1.93,-4.62,0.13,0.1,23.963,7,15,0,0.095,3182.69,2404.06,210.078379248,14.487370706,1
829024,1.1,0.12,1.5,1.53,24.614,5,1,0,0.532,774.67,2408.79,210.057764244,14.46052942,1
757018,0.29,1.03,0.63,1.81,25.694,3,3,2,0.366,3948.69,2412.36,210.085050816,14.495827149,1
1254012,-0.31,0.4,0.37,0.34,24.486,6,12,0,0.26,2811.75,2414.32,210.075312901,14.483156862,1
815024,0.28,0.92,0.37,0.62,25.199,4,3,0,0.189,1446.96,2423.64,210.063704916,14.467888851,1
1461009,0.91,1.02,0.99,0.99,26.09,3,7,0,0.306,3698.5,2431.41,210.083121905,14.492884087,1
1626013,0.23,0.09,0.07,0.14,22.836,7,14,0,0.087,3260.41,2433.72,210.079387425,14.48798895,1
1494006,-0.66,0.48,0.93,0.78,25.107,6,4,0,0.382,1452.87,2435.5,210.063892078,14.467856116,1
765018,0.07,0.02,0.05,0.06,22.67,8,12,0,0.041,3925.98,2436.63,210.08513476,14.495372397,1
1358012,2.46,1.06,1.2,1.74,25.333,3,4,3,0.425,734.97,2440.44,210.05778716,14.459824359,1
883019,-1.23,1.1,1.05,1.01,26.001,4,8,1,0.512,3827.43,2442.79,210.084359477,14.494224462,1
1523011,1.65,6.26,1.52,2.35,25.944,2,6,0,0.522,914.3,2444.22,210.059369767,14.461789047,1
1475009,1.41,2.82,0.83,0.57,25.261,3,7,0,0.251,3586.03,2453.78,210.082413325,14.491446448,1
1053022,-3.16,5.37,2.25,1.17,25.777,2,3,2,0.306,1461.81,2467.36,210.064334771,14.467690727,1
1591014,4.36,2.94,1.53,1.55,26.097,2,6,3,0.474,379.29,2470.47,210.055079573,14.455615792,1
1437011,-0.22,0.22,0.06,0.14,22.922,7,12,0,0.067,3103.44,2476.12,210.078527048,14.485889396,1
645020,0.44,0.16,0.25,0.25,25.057,7,4,0,0.216,570.95,2478.01,210.056811191,14.457686434,1
1327005,-0.4,0.7,0.31,0.36,25.081,8,3,0,0.194,2725.02,2485.54,210.075386806,14.481599322,1
1381005,0.07,-0.15,0.11,0.07,23.298,8,14,1,0.086,1494.09,2489.24,210.064863402,14.467868166,1
614017,0.11,-0.14,0.09,0.13,23.41,7,14,1,0.084,3363.4,2492.31,210.080944882,14.488648156,1
616020,-0.03,0.09,0.05,0.05,22.295,7,15,0,0.042,1886.14,2495.77,210.068303463,14.472177545,1
987019,-0.01,-0.04,0.14,0.11,23.464,5,15,1,0.076,1208.8,2496.77,210.062501274,14.464630198,1
625020,-0.29,0.76,0.86,1.29,25.373,5,2,3,0.52,1685.18,2498.64,210.066611548,14.469916917,1
1561014,0.26,0.58,0.88,1.02,26.083,2,9,0,0.316,1495.62,2500.4,210.065004645,14.467792385,1
987004,1.66,2.66,1.14,2.07,25.909,3,3,0,0.377,3058.47,2501.45,210.078432131,14.485178422,1
1285008,0.08,0.08,0.05,0.04,21.991,8,11,1,0.031,1265.94,2503.35,210.063067236,14.465211344,1
1658013,-0.74,0.84,0.34,0.58,25.598,5,4,0,0.165,3592.36,2506.46,210.083073115,14.491078907,1
1212008,0.11,1.69,0.37,0.48,25.764,5,3,0,0.292,3047.89,2513.8,210.078483363,14.484957919,1
1171002,-0.01,0.05,0.07,0.08,23.183,6,8,0,0.038,2116.95,2522.81,210.070595446,14.474521638,1
595020,0.25,0.54,0.41,0.47,25.349,6,5,0,0.235,3371.92,2533.18,210.081487684,14.488403215,1
602020,-1.6,0.51,1.75,1.11,25.18,5,5,0,0.827,2978.8,2552.59,210.078335883,14.483866453,1
804018,0.34,0.57,0.2,0.51,24.995,6,11,0,0.253,3721.71,2554.57,210.084736399,14.49211841,1
617017,0.1,-0.14,0.09,0.12,23.841,8,14,0,0.085,4071.07,2557.87,210.087773721,14.495979136,1
679017,0.87,-2.41,1.67,1.81,25.718,2,9,0,0.51,972.22,2558.91,210.061184842,14.461480231,1
1347012,-3.7,-1.17,0.3,0.15,24.474,7,8,0,0.271,2293.96,2558.95,210.072530256,14.476191263,1
1427010,-3.47,3.63,1.66,1.08,25.637,2,4,3,0.292,3092.87,2561.14,210.079413503,14.485064956,1
823024,-0.37,0.59,0.25,0.44,25.735,8,6,0,0.315,3058.33,2566.33,210.079176588,14.484637327,1
1770013,0.1,0.58,0.6,0.44,25.322,5,8,1,0.193,2185.63,2572.28,210.071753442,14.474874631,1
1522010,-0.14,0.36,1.06,2.13,26.223,3,4,1,0.528,1142.06,2572.48,210.062798382,14.463257748,1
866021,0.16,0.26,0.13,0.08,22.274,5,10,1,0.068,2209.99,2572.53,210.071965435,14.475143764,1
1285003,-0.0,0.81,0.51,0.77,25.945,6,10,0,0.38,3088.43,2576.0,210.079546092,14.484892061,1
1177007,-0.02,1.12,0.37,0.5,24.948,6,6,3,0.169,1410.55,2576.58,210.065149891,14.466212169,1
1143002,-0.32,1.93,0.72,0.94,25.725,5,6,1,0.219,3622.73,2584.5,210.084230694,14.49076791,1
1619014,-0.96,-0.85,1.23,1.43,26.147,2,5,0,0.291,1020.92,2585.55,210.06190887,14.46180082,1
1390012,-0.24,-0.05,0.16,0.24,23.455,5,10,1,0.092,1523.53,2586.51,210.066233797,14.467386972,1
897021,-0.01,-0.08,0.04,0.05,21.25,8,12,0,0.03,1375.76,2588.3,210.064986002,14.465727533,1
1302016,-0.23,-0.14,1.24,1.03,26.099,2,10,0,0.221,2767.17,2593.42,210.076988374,14.481171573,1
1406003,0.41,0.73,0.8,0.61,25.807,5,10,0,0.33,437.07,2594.65,210.057002421,14.455226523,1
618020,-0.66,0.02,0.2,0.16,24.593,8,7,0,0.202,3134.84,2594.75,210.080159939,14.485252664,1
1124023,-0.62,-12.92,0.78,0.73,17.184,7,13,4,0.429,3550.13,2596.43,210.083744469,14.489860711,1
945018,-3.45,-2.05,2.15,2.47,26.436,3,4,4,0.547,396.2,2603.58,210.056754349,14.454697461,1
1208023,-0.0,-0.53,0.27,0.32,24.639,6,11,0,0.211,1326.6,2604.58,210.064751164,14.46504496,1
1531001,-2.55,-3.24,0.14,0.18,24.43,7,13,0,0.081,3714.18,2612.58,210.085338408,14.49155223,1
1345005,-5.98,2.4,1.64,1.91,25.626,2,5,0,0.415,3970.93,2613.29,210.087550881,14.494403978,1
600020,-0.54,0.45,0.61,0.35,25.49,6,6,0,0.389,4067.07,2615.99,210.088407313,14.495451413,1
826024,0.12,1.53,0.69,0.87,25.452,7,14,0,0.504,3581.43,2621.37,210.084299684,14.490001694,1
1585014,-1.41,-2.0,0.39,0.47,25.928,5,8,0,0.212,2447.19,2625.63,210.074611846,14.477342324,1
673017,1.71,2.87,0.75,0.89,26.056,8,10,0,0.547,2321.75,2626.86,210.073549242,14.475935959,1
1373005,0.06,-0.02,0.16,0.2,23.963,8,13,0,0.117,3520.39,2628.63,210.083859171,14.489262015,1
1248007,-0.85,2.08,1.66,1.81,25.912,4,2,0,0.445,400.7,2635.53,210.057160139,14.454481949,1
1023004,0.76,0.5,1.44,1.02,26.374,2,7,3,0.309,3609.11,2635.61,210.084701154,14.490191384,1
1559001,-0.1,0.4,0.26,0.45,25.213,6,10,0,0.208,3290.7,2637.64,210.081990897,14.486630661,1
1224007,0.57,-1.33,1.54,1.37,26.32,3,7,1,0.381,1035.99,2641.3,210.062678936,14.46150511,1
1665009,0.0,-0.05,0.02,0.04,20.693,8,16,0,0.029,1553.44,2645.53,210.067168747,14.467229262,1
1482015,-0.15,-1.96,0.98,0.77,25.728,5,5,2,0.415,3190.72,2649.51,210.081268987,14.485419197,1
1197002,-0.81,-0.29,0.3,0.34,25.55,7,8,0,0.174,3062.14,2656.51,210.080245559,14.483929902,1
1475010,0.12,0.08,0.14,0.24,23.185,6,7,1,0.11,3452.3,2664.47,210.083686579,14.488206132,1
1351008,-10.09,-4.38,0.44,0.53,25.629,3,5,1,0.113,1520.69,2665.31,210.067114985,14.466700395,1
658017,0.11,0.4,0.12,0.12,24.197,8,9,0,0.096,3329.27,2666.53,210.082654,14.486819796,1
1600009,-10.15,3.36,0.04,0.04,20.276,8,16,0,0.037,3403.51,2671.16,210.083344555,14.487607547,1
1654001,-0.09,-0.07,0.08,0.14,22.11,8,14,2,0.076,1517.13,2676.11,210.067208438,14.46657101,1
1268023,0.44,0.49,0.76,0.65,25.121,6,4,1,0.302,755.66,2678.4,210.060699191,14.458076341,1
1413003,0.04,0.03,0.08,0.07,22.634,7,15,1,0.066,1393.4,2684.75,210.066245739,14.465121913,1
638020,-1.11,-0.82,1.53,1.79,25.607,5,2,1,0.6,3496.81,2684.8,210.084302287,14.488532547,1
930024,0.14,0.63,0.63,0.48,25.492,5,9,0,0.245,407.92,2685.64,210.057797931,14.454145607,1
1510010,-0.61,1.61,2.11,1.63,26.234,2,5,0,0.4,2915.39,2686.51,210.079330514,14.482047244,1
1726014,-0.49,0.13,0.3,0.21,25.028,8,10,0,0.225,534.28,2696.45,210.059006582,14.455462231,1
907018,1.05,1.47,0.44,0.36,25.991,6,13,0,0.29,2442.2,2712.72,210.075569737,14.476562735,1
1426012,0.04,0.02,0.04,0.06,22.389,7,12,4,0.034,2168.59,2717.15,210.073271988,14.473480578,1
884024,-1.66,-0.27,1.39,1.9,26.042,5,2,0,0.732,2408.68,2723.41,210.075404826,14.476100751,1
1521005,-0.03,0.11,0.04,0.06,21.781,8,15,0,0.053,1135.29,2725.95,210.064503812,14.461906593,1
1403003,1.05,1.78,0.48,0.47,25.039,5,10,1,0.18,2084.49,2728.48,210.072680357,14.472450321,1
643020,0.85,-0.17,0.41,0.47,25.299,8,8,0,0.352,3811.82,2731.21,210.087539944,14.49165255,1
1551010,-0.43,-0.02,0.26,0.24,25.015,8,5,0,0.192,2551.6,2735.61,210.076771862,14.477590028,1
1618006,-0.08,0.39,0.67,0.83,24.83,5,9,0,0.232,2389.19,2736.83,210.075391742,14.475772336,1
1652011,-1.24,-0.01,0.62,0.5,25.932,5,10,0,0.393,1863.48,2737.48,210.070886562,14.469915673,1
1664009,1.04,2.77,1.24,1.24,25.846,5,9,1,0.596,2779.56,2739.94,210.078778489,14.480091177,1
1693011,-0.05,-0.01,0.09,0.11,23.627,8,16,0,0.074,1260.98,2761.01,210.065985531,14.463014109,1
1497005,0.92,1.4,0.66,0.66,25.603,5,9,0,0.305,2256.21,2761.39,210.074532529,14.474087879,1
998021,0.59,0.5,0.99,1.15,25.351,4,4,1,0.52,278.25,2766.41,210.057613109,14.452030953,1
1583006,1.04,4.24,1.33,1.32,25.928,3,6,2,0.477,3843.16,2767.41,210.088225074,14.491700369,1
1605001,-0.76,0.3,0.88,1.57,25.901,2,3,0,0.221,3962.37,2772.84,210.089310867,14.492982039,1
972018,1.32,-1.63,1.35,0.37,25.809,4,2,0,0.228,1237.99,2774.82,210.065946911,14.462643334,1
1608011,0.7,0.65,0.52,0.93,26.353,6,8,1,0.392,3541.8,2779.24,210.085773722,14.488247905,1
1498012,-0.27,0.4,0.39,0.4,25.27,7,10,0,0.204,1196.49,2779.73,210.065647188,14.462140702,1
1761009,-0.76,1.14,1.2,0.92,26.294,3,10,0,0.479,1365.94,2780.73,210.067112943,14.464018286,1
693017,-0.09,0.89,1.14,0.42,25.303,5,2,1,0.33,3217.17,2782.85,210.083028426,14.48460483,1
683020,0.98,0.21,0.8,0.69,25.961,4,8,0,0.262,2817.89,2783.47,210.079607748,14.480155894,1
1495016,0.15,0.14,0.17,0.18,24.001,6,13,1,0.097,800.35,2788.6,210.062349099,14.457657561,1
1644010,-0.04,0.04,0.1,0.15,22.809,8,8,2,0.076,1260.32,2791.61,210.066331495,14.462752347,1
1472016,2.52,-0.2,0.37,0.57,25.06,7,4,2,0.16,1451.95,2799.09,210.06806227,14.464823046,1
1683006,-0.04,-0.07,0.04,0.04,21.688,8,14,1,0.03,2085.09,2804.87,210.073563297,14.471821929,1
719020,0.21,-0.05,0.24,0.25,24.933,8,8,0,0.204,1331.25,2806.82,210.067115083,14.463415346,1
899018,0.25,-0.11,0.1,0.14,23.09,8,10,0,0.088,4031.07,2809.76,210.09032503,14.493439495,1
1218023,0.33,0.72,1.77,1.97,26.117,3,4,2,0.41,3653.72,2810.06,210.087088827,14.489237295,1
1411003,-0.01,-0.22,0.1,0.18,24.235,7,14,0,0.074,3039.75,2814.46,210.081868445,14.482367498,1
1167004,-0.37,1.92,1.15,2.0,26.235,3,2,0,0.523,824.28,2819.74,210.062912188,14.457665082,1
1150019,-0.23,0.5,1.08,0.68,25.995,4,9,0,0.584,436.75,2820.95,210.059600096,14.453341675,1
973024,-0.04,-0.45,0.4,0.42,25.448,5,6,0,0.188,700.73,2821.57,210.061872852,14.456274769,1
1245023,2.98,7.14,1.41,1.6,25.886,4,5,0,0.602,3149.13,2823.11,210.082906887,14.483512936,1
1147019,-0.04,0.04,0.06,0.02,21.801,8,13,0,0.042,578.2,2828.52,210.060901209,14.454853162,1
706017,0.07,0.0,0.28,0.27,24.712,6,9,0,0.125,3367.66,2828.92,210.084849593,14.485896814,1
970018,0.44,-1.37,0.77,1.14,26.2,3,4,1,0.314,1956.93,2830.81,210.072761222,14.470179809,1
1082019,-0.78,2.14,0.47,1.09,25.719,4,3,2,0.233,2231.61,2830.93,210.07512045,14.47323596,1
951021,-0.09,0.51,0.72,0.8,25.766,5,7,0,0.424,2843.13,2831.26,210.080373649,14.480039343,1
1017018,0.19,-4.23,0.93,1.08,26.168,3,7,0,0.456,293.55,2831.67,210.058494407,14.451658659,1
1715001,0.46,1.6,0.7,0.73,24.617,7,10,1,0.438,2280.96,2832.36,210.075560364,14.473773379,1
1216007,-11.06,0.83,0.11,0.12,22.916,8,11,1,0.084,3710.34,2837.87,210.087894507,14.489636252,1
1683010,0.04,0.94,0.12,0.21,24.163,8,7,0,0.107,1205.05,2847.18,210.066495621,14.461675174,1
1019021,-0.13,-0.1,0.16,0.19,24.131,8,9,0,0.111,814.39,2857.12,210.063256781,14.457244254,1
921018,0.29,0.03,0.04,0.07,22.384,8,16,0,0.06,4019.61,2859.2,210.090794785,14.492900885,1
1643011,-6.2,-5.66,0.15,0.19,23.425,7,9,0,0.158,3595.75,2859.38,210.087157781,14.488182111,1
1947013,0.77,2.21,1.22,0.63,26.193,3,4,0,0.384,2292.03,2862.23,210.075998778,14.473648258,1
1814009,-1.35,1.32,1.56,0.98,26.378,4,4,0,0.62,1283.58,2866.8,210.06739512,14.462386046,1
1645011,-0.91,-0.09,1.84,1.28,25.829,2,6,0,0.352,3712.42,2869.78,210.088279085,14.489394024,1
1828014,1.2,0.47,2.27,2.25,26.01,2,7,1,0.57,611.36,2873.85,210.061706525,14.454845294,1
1146022,0.21,-0.14,0.21,0.2,24.741,8,11,0,0.126,3857.85,2874.51,210.089581935,14.490973288,1
1615005,-4.84,-5.64,2.38,1.7,26.153,2,4,1,0.33,1073.96,2876.69,210.065709668,14.459970783,1
1540012,0.22,0.98,0.17,0.15,22.684,5,13,0,0.079,1393.32,2876.84,210.068452466,14.463523897,1
1474016,0.39,-0.17,0.47,0.49,25.487,6,9,1,0.162,2487.88,2887.23,210.077967206,14.475620263,1
1779015,-0.04,0.11,1.52,1.22,25.991,3,7,3,0.37,271.03,2888.97,210.058959475,14.45093173,1
1685015,2.4,2.59,2.46,1.9,26.58,2,6,1,0.409,1886.86,2889.0,210.072828409,14.468916102,1
741020,0.15,0.0,2.36,1.56,23.45,2,3,1,0.264,1399.35,2889.27,210.06864708,14.463487821,1
1259022,0.28,-0.41,0.42,0.38,25.197,7,4,0,0.162,412.17,2889.48,210.06017655,14.452498412,1
1894009,-0.8,0.61,0.07,0.06,23.058,7,15,0,0.039,253.74,2893.96,210.05886844,14.450697819,1
1787014,4.22,3.88,1.86,0.89,25.969,5,3,2,0.531,1608.89,2896.75,210.070531598,14.465757786,1
1309023,-0.1,0.18,1.83,1.75,25.648,5,7,1,0.871,2139.47,2897.38,210.075093078,14.47165805,1
927024,-0.12,-0.03,0.12,0.12,23.81,7,13,0,0.106,3113.9,2909.78,210.083600368,14.482400174,1
1738015,-9.59,5.91,0.74,0.49,25.678,2,5,0,0.157,1249.1,2918.06,210.067688171,14.461576104,1
759020,0.03,-0.64,0.43,0.28,25.128,6,4,0,0.176,799.83,2920.02,210.063854677,14.456559209,1
1729001,-2.13,-0.09,1.4,0.98,25.909,3,5,0,0.321,3148.77,2923.51,210.084057527,14.482674163,1
1635005,-0.16,0.38,2.12,1.99,26.259,2,4,0,0.345,1093.34,2926.54,210.066448789,14.459771907,1
732017,-1.8,-1.38,1.6,2.08,25.137,3,3,2,0.522,3158.93,2929.02,210.084208035,14.48274132,1
763020,-0.04,-0.12,0.08,0.09,23.419,6,11,0,0.041,831.22,2931.62,210.06425739,14.456812284,1
1214022,-0.93,4.12,0.75,0.81,25.518,5,5,2,0.293,2202.13,2935.75,210.076071786,14.472036398,1
1500012,0.11,15.41,0.82,1.04,25.981,4,1,2,0.241,3145.7,2939.63,210.084216363,14.482505975,1
1366023,6.77,-3.21,1.31,2.11,26.25,2,8,0,0.521,1328.15,2941.97,210.068641444,14.462257215,1
1552012,-0.06,0.18,0.15,0.15,24.006,8,8,1,0.108,1945.47,2942.22,210.07394313,14.469126012,1
703020,-0.66,0.17,0.38,1.19,24.665,3,2,0,0.267,3693.14,2943.82,210.088964261,14.488563827,1
1441008,1.07,0.99,0.58,0.58,25.009,6,7,1,0.205,3136.85,2945.61,210.08420925,14.482357744,1
1686006,-1.96,-3.71,2.12,1.39,26.378,2,8,1,0.418,3896.53,2948.39,210.090762962,14.490789502,1
1121004,3.07,1.76,1.85,1.81,26.233,2,5,2,0.403,3780.05,2955.74,210.089847539,14.489431888,1
1308007,-3.61,-2.22,0.89,1.5,25.838,6,2,2,0.373,2827.59,2956.96,210.08168472,14.478821366,1
1331007,-5.02,-3.29,0.12,0.12,23.16,8,11,0,0.115,2305.34,2962.46,210.077264798,14.472963111,1
1733014,-0.36,0.59,0.61,0.51,25.281,3,10,1,0.157,3775.71,2968.0,210.08995116,14.489281788,1
724020,-0.36,0.57,0.41,0.52,25.458,7,8,0,0.523,3024.46,2972.84,210.083557333,14.480880484,1
812017,1.57,0.9,1.15,1.24,25.53,3,9,0,0.37,248.18,2977.33,210.059778667,14.449942765,1
1292022,-0.28,0.98,0.56,0.51,24.605,6,2,0,0.289,538.99,2980.79,210.062314269,14.453150811,1
1199022,-0.29,0.13,0.22,0.19,24.659,7,10,0,0.227,3190.13,2981.07,210.085074083,14.482655819,1
1516003,-0.21,0.17,0.25,0.22,24.922,7,7,0,0.104,2709.89,2983.58,210.080980302,14.477290084,1
760020,0.39,0.04,0.21,0.2,24.262,7,14,0,0.147,1562.43,2989.45,210.071198032,14.464470027,1
1434023,0.75,2.17,1.33,1.28,25.904,4,7,1,0.557,412.77,2997.32,210.061420888,14.451608582,1
1268022,0.29,1.22,0.89,1.04,26.167,5,6,2,0.403,1463.47,2999.74,210.070466942,14.463283125,1
1125019,1.52,0.32,0.27,0.54,25.592,8,9,0,0.232,3177.72,3001.59,210.085203289,14.482347192,1
1573012,0.09,0.16,0.06,0.1,23.221,7,12,1,0.062,2180.27,3001.81,210.076643376,14.471243806,1
979018,0.28,1.52,0.53,0.89,25.165,7,6,0,0.397,4040.78,3007.08,210.092675925,14.491906882,1
1399023,1.15,-0.01,0.91,0.97,26.217,4,2,0,0.32,1319.32,3010.85,210.069357241,14.46158627,1
1458002,0.16,0.22,0.33,0.6,26.169,3,2,2,0.122,749.99,3011.68,210.064480232,14.455242452,1
1688015,-1.72,3.0,1.82,1.1,26.388,2,3,0,0.331,3507.29,3019.38,210.088237128,14.485867128,1
1933014,-0.36,0.79,0.77,0.39,25.656,6,4,0,0.509,614.27,3020.09,210.063411977,14.453661831,1
